family,benchmark,baseline_condition,condition,error_type,n_baseline_failures,recovered,recovery_rate
gemma,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,random_few_shot,drifting,30,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,random_few_shot,distractor,4,1,0.25
gemma,gsm_symbolic,zero_shot_baseline,random_few_shot,arithmetic_slip,89,1,0.011235955056179775
gemma,gsm_symbolic,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,23,2,0.08695652173913043
gemma,gsm_symbolic,zero_shot_baseline,random_few_shot,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,self_consistency,drifting,30,7,0.23333333333333334
gemma,gsm_symbolic,zero_shot_baseline,self_consistency,distractor,4,4,1.0
gemma,gsm_symbolic,zero_shot_baseline,self_consistency,arithmetic_slip,89,8,0.0898876404494382
gemma,gsm_symbolic,zero_shot_baseline,self_consistency,format_correct_wrong_answer,23,3,0.13043478260869565
gemma,gsm_symbolic,zero_shot_baseline,self_consistency,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot,drifting,30,2,0.06666666666666667
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot,distractor,4,1,0.25
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot,arithmetic_slip,89,5,0.056179775280898875
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,23,4,0.17391304347826086
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,drifting,30,6,0.2
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,distractor,4,3,0.75
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,arithmetic_slip,89,7,0.07865168539325842
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,23,1,0.043478260869565216
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,drifting,30,1,0.03333333333333333
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,distractor,4,3,0.75
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,arithmetic_slip,89,4,0.0449438202247191
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,23,3,0.13043478260869565
gemma,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,hallucination,1,0,0.0
gemma,gsm_symbolic,zero_shot_baseline,zero_shot,drifting,30,4,0.13333333333333333
gemma,gsm_symbolic,zero_shot_baseline,zero_shot,distractor,4,4,1.0
gemma,gsm_symbolic,zero_shot_baseline,zero_shot,arithmetic_slip,89,11,0.12359550561797752
gemma,gsm_symbolic,zero_shot_baseline,zero_shot,format_correct_wrong_answer,23,3,0.13043478260869565
gemma,gsm_symbolic,zero_shot_baseline,zero_shot,hallucination,1,0,0.0
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl,drifting,32,15,0.46875
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,40,12,0.3
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl,hallucination,11,4,0.36363636363636365
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl,off_topic,3,0,0.0
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_correct_only,drifting,32,11,0.34375
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,40,13,0.325
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_correct_only,hallucination,11,4,0.36363636363636365
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_correct_only,off_topic,3,0,0.0
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_random,drifting,32,14,0.4375
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,40,8,0.2
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_random,hallucination,11,4,0.36363636363636365
qwen,bigbench_hard,zero_shot_baseline,error_targeted_icl_random,off_topic,3,0,0.0
qwen,bigbench_hard,zero_shot_baseline,random_few_shot,drifting,32,15,0.46875
qwen,bigbench_hard,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,40,14,0.35
qwen,bigbench_hard,zero_shot_baseline,random_few_shot,hallucination,11,4,0.36363636363636365
qwen,bigbench_hard,zero_shot_baseline,random_few_shot,off_topic,3,2,0.6666666666666666
qwen,bigbench_hard,zero_shot_baseline,self_consistency,drifting,32,17,0.53125
qwen,bigbench_hard,zero_shot_baseline,self_consistency,format_correct_wrong_answer,40,18,0.45
qwen,bigbench_hard,zero_shot_baseline,self_consistency,hallucination,11,6,0.5454545454545454
qwen,bigbench_hard,zero_shot_baseline,self_consistency,off_topic,3,1,0.3333333333333333
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot,drifting,32,16,0.5
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,40,25,0.625
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot,hallucination,11,3,0.2727272727272727
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot,off_topic,3,1,0.3333333333333333
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_answer_only,drifting,32,15,0.46875
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,40,16,0.4
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,11,2,0.18181818181818182
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_answer_only,off_topic,3,0,0.0
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_k5,drifting,32,20,0.625
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,40,27,0.675
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_k5,hallucination,11,7,0.6363636363636364
qwen,bigbench_hard,zero_shot_baseline,targeted_few_shot_k5,off_topic,3,1,0.3333333333333333
qwen,bigbench_hard,zero_shot_baseline,zero_shot,drifting,32,10,0.3125
qwen,bigbench_hard,zero_shot_baseline,zero_shot,format_correct_wrong_answer,40,13,0.325
qwen,bigbench_hard,zero_shot_baseline,zero_shot,hallucination,11,5,0.45454545454545453
qwen,bigbench_hard,zero_shot_baseline,zero_shot,off_topic,3,1,0.3333333333333333
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl,drifting,33,22,0.6666666666666666
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,6,3,0.5
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl_correct_only,drifting,33,23,0.696969696969697
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,6,4,0.6666666666666666
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl_random,drifting,33,17,0.5151515151515151
qwen,bigbench_hard_tracking,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,6,2,0.3333333333333333
qwen,bigbench_hard_tracking,zero_shot_baseline,random_few_shot,drifting,33,19,0.5757575757575758
qwen,bigbench_hard_tracking,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,6,6,1.0
qwen,bigbench_hard_tracking,zero_shot_baseline,self_consistency,drifting,33,20,0.6060606060606061
qwen,bigbench_hard_tracking,zero_shot_baseline,self_consistency,format_correct_wrong_answer,6,0,0.0
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot,drifting,33,17,0.5151515151515151
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,6,2,0.3333333333333333
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot_answer_only,drifting,33,19,0.5757575757575758
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,6,4,0.6666666666666666
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot_k5,drifting,33,17,0.5151515151515151
qwen,bigbench_hard_tracking,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,6,4,0.6666666666666666
qwen,bigbench_hard_tracking,zero_shot_baseline,zero_shot,drifting,33,16,0.48484848484848486
qwen,bigbench_hard_tracking,zero_shot_baseline,zero_shot,format_correct_wrong_answer,6,3,0.5
qwen,folio,zero_shot_baseline,error_targeted_icl,hallucination,8,5,0.625
qwen,folio,zero_shot_baseline,error_targeted_icl,off_topic,5,3,0.6
qwen,folio,zero_shot_baseline,error_targeted_icl,negation,6,3,0.5
qwen,folio,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,19,7,0.3684210526315789
qwen,folio,zero_shot_baseline,error_targeted_icl,distractor,3,1,0.3333333333333333
qwen,folio,zero_shot_baseline,error_targeted_icl,drifting,9,2,0.2222222222222222
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,hallucination,8,6,0.75
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,off_topic,5,2,0.4
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,negation,6,2,0.3333333333333333
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,19,7,0.3684210526315789
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,distractor,3,2,0.6666666666666666
qwen,folio,zero_shot_baseline,error_targeted_icl_correct_only,drifting,9,3,0.3333333333333333
qwen,folio,zero_shot_baseline,error_targeted_icl_random,hallucination,8,2,0.25
qwen,folio,zero_shot_baseline,error_targeted_icl_random,off_topic,5,1,0.2
qwen,folio,zero_shot_baseline,error_targeted_icl_random,negation,6,3,0.5
qwen,folio,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,19,10,0.5263157894736842
qwen,folio,zero_shot_baseline,error_targeted_icl_random,distractor,3,2,0.6666666666666666
qwen,folio,zero_shot_baseline,error_targeted_icl_random,drifting,9,3,0.3333333333333333
qwen,folio,zero_shot_baseline,random_few_shot,hallucination,8,4,0.5
qwen,folio,zero_shot_baseline,random_few_shot,off_topic,5,1,0.2
qwen,folio,zero_shot_baseline,random_few_shot,negation,6,2,0.3333333333333333
qwen,folio,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,19,10,0.5263157894736842
qwen,folio,zero_shot_baseline,random_few_shot,distractor,3,2,0.6666666666666666
qwen,folio,zero_shot_baseline,random_few_shot,drifting,9,5,0.5555555555555556
qwen,folio,zero_shot_baseline,self_consistency,hallucination,8,3,0.375
qwen,folio,zero_shot_baseline,self_consistency,off_topic,5,1,0.2
qwen,folio,zero_shot_baseline,self_consistency,negation,6,0,0.0
qwen,folio,zero_shot_baseline,self_consistency,format_correct_wrong_answer,19,8,0.42105263157894735
qwen,folio,zero_shot_baseline,self_consistency,distractor,3,1,0.3333333333333333
qwen,folio,zero_shot_baseline,self_consistency,drifting,9,2,0.2222222222222222
qwen,folio,zero_shot_baseline,targeted_few_shot,hallucination,8,5,0.625
qwen,folio,zero_shot_baseline,targeted_few_shot,off_topic,5,3,0.6
qwen,folio,zero_shot_baseline,targeted_few_shot,negation,6,1,0.16666666666666666
qwen,folio,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,19,9,0.47368421052631576
qwen,folio,zero_shot_baseline,targeted_few_shot,distractor,3,1,0.3333333333333333
qwen,folio,zero_shot_baseline,targeted_few_shot,drifting,9,2,0.2222222222222222
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,8,3,0.375
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,off_topic,5,1,0.2
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,negation,6,1,0.16666666666666666
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,19,11,0.5789473684210527
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,distractor,3,0,0.0
qwen,folio,zero_shot_baseline,targeted_few_shot_answer_only,drifting,9,3,0.3333333333333333
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,hallucination,8,4,0.5
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,off_topic,5,4,0.8
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,negation,6,1,0.16666666666666666
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,19,11,0.5789473684210527
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,distractor,3,0,0.0
qwen,folio,zero_shot_baseline,targeted_few_shot_k5,drifting,9,3,0.3333333333333333
qwen,folio,zero_shot_baseline,zero_shot,hallucination,8,5,0.625
qwen,folio,zero_shot_baseline,zero_shot,off_topic,5,1,0.2
qwen,folio,zero_shot_baseline,zero_shot,negation,6,3,0.5
qwen,folio,zero_shot_baseline,zero_shot,format_correct_wrong_answer,19,10,0.5263157894736842
qwen,folio,zero_shot_baseline,zero_shot,distractor,3,1,0.3333333333333333
qwen,folio,zero_shot_baseline,zero_shot,drifting,9,2,0.2222222222222222
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,drifting,24,21,0.875
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,multi_hop,25,23,0.92
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,36,34,0.9444444444444444
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,negation,7,6,0.8571428571428571
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,confidently_wrong,33,28,0.8484848484848485
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,arithmetic_slip,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,drifting,24,22,0.9166666666666666
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,multi_hop,25,23,0.92
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,36,34,0.9444444444444444
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,negation,7,7,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,confidently_wrong,33,31,0.9393939393939394
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,arithmetic_slip,1,0,0.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_correct_only,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,drifting,24,20,0.8333333333333334
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,multi_hop,25,22,0.88
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,36,33,0.9166666666666666
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,negation,7,7,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,confidently_wrong,33,31,0.9393939393939394
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,arithmetic_slip,1,1,1.0
qwen,gsm8k,zero_shot_baseline,error_targeted_icl_random,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,random_few_shot,drifting,24,21,0.875
qwen,gsm8k,zero_shot_baseline,random_few_shot,multi_hop,25,24,0.96
qwen,gsm8k,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,36,34,0.9444444444444444
qwen,gsm8k,zero_shot_baseline,random_few_shot,negation,7,6,0.8571428571428571
qwen,gsm8k,zero_shot_baseline,random_few_shot,confidently_wrong,33,31,0.9393939393939394
qwen,gsm8k,zero_shot_baseline,random_few_shot,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,random_few_shot,arithmetic_slip,1,1,1.0
qwen,gsm8k,zero_shot_baseline,random_few_shot,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,self_consistency,drifting,24,16,0.6666666666666666
qwen,gsm8k,zero_shot_baseline,self_consistency,multi_hop,25,13,0.52
qwen,gsm8k,zero_shot_baseline,self_consistency,format_correct_wrong_answer,36,18,0.5
qwen,gsm8k,zero_shot_baseline,self_consistency,negation,7,6,0.8571428571428571
qwen,gsm8k,zero_shot_baseline,self_consistency,confidently_wrong,33,20,0.6060606060606061
qwen,gsm8k,zero_shot_baseline,self_consistency,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,self_consistency,arithmetic_slip,1,0,0.0
qwen,gsm8k,zero_shot_baseline,self_consistency,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,drifting,24,14,0.5833333333333334
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,multi_hop,25,13,0.52
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,36,25,0.6944444444444444
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,negation,7,7,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,confidently_wrong,33,28,0.8484848484848485
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,arithmetic_slip,1,0,0.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,drifting,24,19,0.7916666666666666
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,multi_hop,25,19,0.76
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,36,33,0.9166666666666666
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,negation,7,6,0.8571428571428571
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,confidently_wrong,33,25,0.7575757575757576
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,arithmetic_slip,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_answer_only,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,drifting,24,14,0.5833333333333334
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,multi_hop,25,14,0.56
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,36,29,0.8055555555555556
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,negation,7,5,0.7142857142857143
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,confidently_wrong,33,28,0.8484848484848485
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,arithmetic_slip,1,0,0.0
qwen,gsm8k,zero_shot_baseline,targeted_few_shot_k5,distractor,1,1,1.0
qwen,gsm8k,zero_shot_baseline,zero_shot,drifting,24,12,0.5
qwen,gsm8k,zero_shot_baseline,zero_shot,multi_hop,25,10,0.4
qwen,gsm8k,zero_shot_baseline,zero_shot,format_correct_wrong_answer,36,20,0.5555555555555556
qwen,gsm8k,zero_shot_baseline,zero_shot,negation,7,5,0.7142857142857143
qwen,gsm8k,zero_shot_baseline,zero_shot,confidently_wrong,33,18,0.5454545454545454
qwen,gsm8k,zero_shot_baseline,zero_shot,hallucination,1,1,1.0
qwen,gsm8k,zero_shot_baseline,zero_shot,arithmetic_slip,1,1,1.0
qwen,gsm8k,zero_shot_baseline,zero_shot,distractor,1,1,1.0
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,drifting,34,30,0.8823529411764706
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,45,39,0.8666666666666667
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,multi_hop,20,19,0.95
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,confidently_wrong,22,18,0.8181818181818182
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,distractor,6,4,0.6666666666666666
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,negation,4,4,1.0
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,drifting,34,28,0.8235294117647058
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,45,40,0.8888888888888888
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,multi_hop,20,19,0.95
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,confidently_wrong,22,20,0.9090909090909091
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,distractor,6,5,0.8333333333333334
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,negation,4,2,0.5
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_correct_only,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,drifting,34,29,0.8529411764705882
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,45,35,0.7777777777777778
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,multi_hop,20,19,0.95
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,confidently_wrong,22,19,0.8636363636363636
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,distractor,6,5,0.8333333333333334
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,negation,4,4,1.0
qwen,gsm_ic,zero_shot_baseline,error_targeted_icl_random,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,random_few_shot,drifting,34,31,0.9117647058823529
qwen,gsm_ic,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,45,42,0.9333333333333333
qwen,gsm_ic,zero_shot_baseline,random_few_shot,multi_hop,20,19,0.95
qwen,gsm_ic,zero_shot_baseline,random_few_shot,confidently_wrong,22,20,0.9090909090909091
qwen,gsm_ic,zero_shot_baseline,random_few_shot,distractor,6,5,0.8333333333333334
qwen,gsm_ic,zero_shot_baseline,random_few_shot,negation,4,4,1.0
qwen,gsm_ic,zero_shot_baseline,random_few_shot,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,self_consistency,drifting,34,24,0.7058823529411765
qwen,gsm_ic,zero_shot_baseline,self_consistency,format_correct_wrong_answer,45,23,0.5111111111111111
qwen,gsm_ic,zero_shot_baseline,self_consistency,multi_hop,20,16,0.8
qwen,gsm_ic,zero_shot_baseline,self_consistency,confidently_wrong,22,11,0.5
qwen,gsm_ic,zero_shot_baseline,self_consistency,distractor,6,3,0.5
qwen,gsm_ic,zero_shot_baseline,self_consistency,negation,4,2,0.5
qwen,gsm_ic,zero_shot_baseline,self_consistency,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,drifting,34,18,0.5294117647058824
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,45,30,0.6666666666666666
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,multi_hop,20,14,0.7
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,confidently_wrong,22,18,0.8181818181818182
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,distractor,6,3,0.5
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,negation,4,1,0.25
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,drifting,34,25,0.7352941176470589
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,45,37,0.8222222222222222
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,multi_hop,20,13,0.65
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,confidently_wrong,22,16,0.7272727272727273
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,distractor,6,4,0.6666666666666666
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,negation,4,4,1.0
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_answer_only,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,drifting,34,23,0.6764705882352942
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,45,31,0.6888888888888889
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,multi_hop,20,17,0.85
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,confidently_wrong,22,17,0.7727272727272727
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,distractor,6,3,0.5
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,negation,4,3,0.75
qwen,gsm_ic,zero_shot_baseline,targeted_few_shot_k5,arithmetic_slip,1,0,0.0
qwen,gsm_ic,zero_shot_baseline,zero_shot,drifting,34,19,0.5588235294117647
qwen,gsm_ic,zero_shot_baseline,zero_shot,format_correct_wrong_answer,45,17,0.37777777777777777
qwen,gsm_ic,zero_shot_baseline,zero_shot,multi_hop,20,16,0.8
qwen,gsm_ic,zero_shot_baseline,zero_shot,confidently_wrong,22,9,0.4090909090909091
qwen,gsm_ic,zero_shot_baseline,zero_shot,distractor,6,2,0.3333333333333333
qwen,gsm_ic,zero_shot_baseline,zero_shot,negation,4,3,0.75
qwen,gsm_ic,zero_shot_baseline,zero_shot,arithmetic_slip,1,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,46,35,0.7608695652173914
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,46,35,0.7608695652173914
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_correct_only,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,46,28,0.6086956521739131
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,negation,5,1,0.2
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,arithmetic_slip,4,3,0.75
qwen,gsm_plus,zero_shot_baseline,error_targeted_icl_random,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,random_few_shot,drifting,22,5,0.22727272727272727
qwen,gsm_plus,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,46,38,0.8260869565217391
