family,model,hf_model_id,benchmark,condition,n,correct,accuracy,result_file
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,targeted_few_shot_k5,200,22,0.11,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__targeted_few_shot_k5__20260525_172837__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1729.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl,200,3,0.015,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl__20260525_181045__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1811.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl_random,200,14,0.07,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl_random__20260525_185817__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1858.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl_correct_only,200,22,0.11,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl_correct_only__20260525_195709__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1957.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,self_consistency,200,38,0.19,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__self_consistency__20260525_204204__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_2042.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,zero_shot_baseline,200,34,0.17,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__zero_shot_baseline__20260526_000648__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0007.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,zero_shot,200,32,0.16,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__zero_shot__20260526_003613__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0036.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot_answer_only,200,34,0.17,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot_answer_only__20260526_011017__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0110.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,random_few_shot,200,37,0.185,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__random_few_shot__20260526_014851__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0149.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot,200,23,0.115,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot__20260526_022729__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0227.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot_k5,200,22,0.11,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot_k5__20260526_030340__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0304.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl,200,8,0.04,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl__20260526_034556__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0346.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl_random,200,13,0.065,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl_random__20260526_043222__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0432.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl_correct_only,200,29,0.145,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl_correct_only__20260526_052729__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0527.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,self_consistency,200,43,0.215,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__self_consistency__20260526_060055__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0601.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,zero_shot_baseline,200,13,0.065,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__zero_shot_baseline__20260526_084403__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0844.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,zero_shot,200,41,0.205,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__zero_shot__20260526_085820__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0858.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot_answer_only,200,46,0.23,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot_answer_only__20260526_092057__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0921.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,random_few_shot,200,55,0.275,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__random_few_shot__20260526_095408__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0954.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot,200,35,0.175,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot__20260526_103110__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1031.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot_k5,200,35,0.175,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot_k5__20260526_110450__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1105.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl,200,11,0.055,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl__20260526_114402__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1144.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl_random,200,15,0.075,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl_random__20260526_122852__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1229.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl_correct_only,200,56,0.28,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl_correct_only__20260526_132400__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1324.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,self_consistency,200,48,0.24,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__self_consistency__20260526_140944__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1410.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,zero_shot_baseline,200,48,0.24,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__zero_shot_baseline__20260526_160031__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1601.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,zero_shot,200,62,0.31,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__zero_shot__20260526_161512__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1615.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,targeted_few_shot_answer_only,200,50,0.25,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__targeted_few_shot_answer_only__20260526_164628__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1646.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,random_few_shot,200,49,0.245,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__random_few_shot__20260526_170306__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1703.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,targeted_few_shot,200,53,0.265,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__targeted_few_shot__20260526_173651__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1737.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,targeted_few_shot_k5,200,57,0.285,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__targeted_few_shot_k5__20260526_180547__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1806.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,error_targeted_icl,200,51,0.255,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__error_targeted_icl__20260526_183458__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1835.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,error_targeted_icl_random,200,51,0.255,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__error_targeted_icl_random__20260526_190743__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1908.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,error_targeted_icl_correct_only,200,44,0.22,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__error_targeted_icl_correct_only__20260526_194616__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1946.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,self_consistency,200,63,0.315,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__self_consistency__20260526_201532__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_2016.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,zero_shot_baseline,200,32,0.16,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__zero_shot_baseline__20260526_224341__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260526_2244.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,zero_shot,200,33,0.165,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__zero_shot__20260526_232312__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260526_2323.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,targeted_few_shot_answer_only,200,27,0.135,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__targeted_few_shot_answer_only__20260526_235933__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0000.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,random_few_shot,200,31,0.155,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__random_few_shot__20260527_002955__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0030.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,targeted_few_shot,200,0,0.0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__targeted_few_shot__20260527_010541__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0106.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,targeted_few_shot_k5,200,0,0.0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__targeted_few_shot_k5__20260527_023955__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0240.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,error_targeted_icl,200,29,0.145,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__error_targeted_icl__20260527_042759__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0428.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,error_targeted_icl_random,200,23,0.115,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__error_targeted_icl_random__20260527_051657__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0517.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,error_targeted_icl_correct_only,200,33,0.165,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__error_targeted_icl_correct_only__20260527_061158__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0612.json
gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard_tracking,self_consistency,200,34,0.17,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard_tracking__self_consistency__20260527_064744__bigbench_hard_tracking__google_gemma-7b-it__bigbench_hard_tracking__20260527_0648.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,zero_shot_baseline,200,11,0.055,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__zero_shot_baseline__20260527_095644__gsm8k__google_gemma-7b-it__gsm8k__20260527_0957.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,zero_shot,200,47,0.235,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__zero_shot__20260527_101019__gsm8k__google_gemma-7b-it__gsm8k__20260527_1010.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,targeted_few_shot_answer_only,200,49,0.245,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__targeted_few_shot_answer_only__20260527_103140__gsm8k__google_gemma-7b-it__gsm8k__20260527_1032.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,random_few_shot,200,58,0.29,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__random_few_shot__20260527_110520__gsm8k__google_gemma-7b-it__gsm8k__20260527_1105.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,targeted_few_shot,200,41,0.205,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__targeted_few_shot__20260527_114125__gsm8k__google_gemma-7b-it__gsm8k__20260527_1141.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,targeted_few_shot_k5,200,35,0.175,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__targeted_few_shot_k5__20260527_121324__gsm8k__google_gemma-7b-it__gsm8k__20260527_1213.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,error_targeted_icl,200,17,0.085,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__error_targeted_icl__20260527_124958__gsm8k__google_gemma-7b-it__gsm8k__20260527_1250.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,error_targeted_icl_random,200,19,0.095,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__error_targeted_icl_random__20260527_133421__gsm8k__google_gemma-7b-it__gsm8k__20260527_1334.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,error_targeted_icl_correct_only,200,56,0.28,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__error_targeted_icl_correct_only__20260527_144422__gsm8k__google_gemma-7b-it__gsm8k__20260527_1444.json
gemma,google/gemma-7b-it,google/gemma-7b-it,gsm8k,self_consistency,200,49,0.245,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm8k__self_consistency__20260527_151531__gsm8k__google_gemma-7b-it__gsm8k__20260527_1516.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,zero_shot_baseline,183,82,0.44808743169398907,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__zero_shot_baseline__20260527_170322__folio__google_gemma-7b-it__folio__20260527_1703.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,zero_shot,183,87,0.47540983606557374,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__zero_shot__20260527_172606__folio__google_gemma-7b-it__folio__20260527_1726.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,targeted_few_shot_answer_only,183,86,0.46994535519125685,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__targeted_few_shot_answer_only__20260527_175959__folio__google_gemma-7b-it__folio__20260527_1800.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,random_few_shot,183,67,0.366120218579235,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__random_few_shot__20260527_181623__folio__google_gemma-7b-it__folio__20260527_1816.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,targeted_few_shot,183,78,0.4262295081967213,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__targeted_few_shot__20260527_193840__folio__google_gemma-7b-it__folio__20260527_1939.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,targeted_few_shot_k5,183,76,0.41530054644808745,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__targeted_few_shot_k5__20260527_201548__folio__google_gemma-7b-it__folio__20260527_2016.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,error_targeted_icl,183,85,0.4644808743169399,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__error_targeted_icl__20260527_205411__folio__google_gemma-7b-it__folio__20260527_2054.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,error_targeted_icl_random,183,86,0.46994535519125685,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__error_targeted_icl_random__20260527_212702__folio__google_gemma-7b-it__folio__20260527_2127.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,error_targeted_icl_correct_only,183,91,0.4972677595628415,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__error_targeted_icl_correct_only__20260527_220037__folio__google_gemma-7b-it__folio__20260527_2201.json
gemma,google/gemma-7b-it,google/gemma-7b-it,folio,self_consistency,183,86,0.46994535519125685,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__folio__self_consistency__20260527_223326__folio__google_gemma-7b-it__folio__20260527_2233.json
