run_id,family,display_name,hf_model_id,benchmark,condition,status,started_at,finished_at,returncode,log_path,output_files
qwen__bigbench_hard_tracking__targeted_few_shot__20260522_232811,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,targeted_few_shot,success,2026-05-22T23:28:11,2026-05-23T00:35:26,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__targeted_few_shot__20260522_232811.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__targeted_few_shot__20260522_232811__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260522_2328.json
qwen__bigbench_hard_tracking__targeted_few_shot_k5__20260523_003527,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,targeted_few_shot_k5,success,2026-05-23T00:35:27,2026-05-23T01:41:44,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__targeted_few_shot_k5__20260523_003527.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__targeted_few_shot_k5__20260523_003527__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260523_0035.json
qwen__bigbench_hard_tracking__error_targeted_icl__20260523_014144,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,error_targeted_icl,success,2026-05-23T01:41:44,2026-05-23T03:14:01,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__error_targeted_icl__20260523_014144.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__error_targeted_icl__20260523_014144__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260523_0142.json
qwen__bigbench_hard_tracking__error_targeted_icl_random__20260523_031401,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,error_targeted_icl_random,success,2026-05-23T03:14:01,2026-05-23T04:31:29,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__error_targeted_icl_random__20260523_031401.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__error_targeted_icl_random__20260523_031401__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260523_0314.json
qwen__bigbench_hard_tracking__error_targeted_icl_correct_only__20260523_043130,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,error_targeted_icl_correct_only,success,2026-05-23T04:31:30,2026-05-23T05:35:18,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__error_targeted_icl_correct_only__20260523_043130.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__error_targeted_icl_correct_only__20260523_043130__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260523_0431.json
qwen__bigbench_hard_tracking__self_consistency__20260523_053518,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,self_consistency,success,2026-05-23T05:35:18,2026-05-23T12:27:35,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__self_consistency__20260523_053518.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__self_consistency__20260523_053518__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260523_0535.json
qwen__gsm8k__zero_shot_baseline__20260523_122735,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,zero_shot_baseline,success,2026-05-23T12:27:35,2026-05-23T12:44:25,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__zero_shot_baseline__20260523_122735.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__zero_shot_baseline__20260523_122735__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1228.json
qwen__gsm8k__zero_shot__20260523_124425,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,zero_shot,success,2026-05-23T12:44:25,2026-05-23T13:40:39,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__zero_shot__20260523_124425.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__zero_shot__20260523_124425__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1244.json
qwen__gsm8k__targeted_few_shot_answer_only__20260523_134039,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,targeted_few_shot_answer_only,success,2026-05-23T13:40:39,2026-05-23T14:26:45,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__targeted_few_shot_answer_only__20260523_134039.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__targeted_few_shot_answer_only__20260523_134039__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1341.json
qwen__gsm8k__random_few_shot__20260523_142645,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,random_few_shot,success,2026-05-23T14:26:45,2026-05-23T15:14:10,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__random_few_shot__20260523_142645.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__random_few_shot__20260523_142645__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1427.json
qwen__gsm8k__targeted_few_shot__20260523_151410,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,targeted_few_shot,success,2026-05-23T15:14:10,2026-05-23T16:05:46,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__targeted_few_shot__20260523_151410.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__targeted_few_shot__20260523_151410__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1514.json
qwen__gsm8k__targeted_few_shot_k5__20260523_160546,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,targeted_few_shot_k5,success,2026-05-23T16:05:46,2026-05-23T16:54:30,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__targeted_few_shot_k5__20260523_160546.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__targeted_few_shot_k5__20260523_160546__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1606.json
qwen__gsm8k__error_targeted_icl__20260523_165430,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,error_targeted_icl,success,2026-05-23T16:54:30,2026-05-23T17:44:43,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__error_targeted_icl__20260523_165430.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__error_targeted_icl__20260523_165430__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1654.json
qwen__gsm8k__error_targeted_icl_random__20260523_174443,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,error_targeted_icl_random,success,2026-05-23T17:44:43,2026-05-23T18:33:14,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__error_targeted_icl_random__20260523_174443.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__error_targeted_icl_random__20260523_174443__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1745.json
qwen__gsm8k__error_targeted_icl_correct_only__20260523_183314,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,error_targeted_icl_correct_only,success,2026-05-23T18:33:14,2026-05-23T19:18:17,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__error_targeted_icl_correct_only__20260523_183314.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__error_targeted_icl_correct_only__20260523_183314__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1833.json
qwen__gsm8k__self_consistency__20260523_191817,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm8k,self_consistency,success,2026-05-23T19:18:17,2026-05-24T00:01:41,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm8k__self_consistency__20260523_191817.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm8k__self_consistency__20260523_191817__gsm8k__Qwen_Qwen2-5-7B-Instruct__gsm8k__20260523_1918.json
qwen__folio__zero_shot_baseline__20260524_000141,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,zero_shot_baseline,success,2026-05-24T00:01:41,2026-05-24T00:57:23,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__zero_shot_baseline__20260524_000141.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__zero_shot_baseline__20260524_000141__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_0002.json
qwen__folio__zero_shot__20260524_005723,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,zero_shot,success,2026-05-24T00:57:23,2026-05-24T02:08:14,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__zero_shot__20260524_005723.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__zero_shot__20260524_005723__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_0057.json
qwen__folio__targeted_few_shot_answer_only__20260524_020814,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,targeted_few_shot_answer_only,success,2026-05-24T02:08:14,2026-05-24T12:41:54,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__targeted_few_shot_answer_only__20260524_020814.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__targeted_few_shot_answer_only__20260524_020814__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_0208.json
qwen__folio__random_few_shot__20260524_124155,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,random_few_shot,success,2026-05-24T12:41:55,2026-05-24T13:43:19,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__random_few_shot__20260524_124155.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__random_few_shot__20260524_124155__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1242.json
qwen__folio__targeted_few_shot__20260524_134319,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,targeted_few_shot,success,2026-05-24T13:43:19,2026-05-24T15:09:32,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__targeted_few_shot__20260524_134319.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__targeted_few_shot__20260524_134319__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1343.json
qwen__folio__targeted_few_shot_k5__20260524_150932,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,targeted_few_shot_k5,success,2026-05-24T15:09:32,2026-05-24T16:34:32,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__targeted_few_shot_k5__20260524_150932.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__targeted_few_shot_k5__20260524_150932__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1509.json
qwen__folio__error_targeted_icl__20260524_163432,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,error_targeted_icl,success,2026-05-24T16:34:32,2026-05-24T17:44:00,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__error_targeted_icl__20260524_163432.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__error_targeted_icl__20260524_163432__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1634.json
qwen__folio__error_targeted_icl_random__20260524_174400,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,error_targeted_icl_random,success,2026-05-24T17:44:00,2026-05-24T18:52:09,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__error_targeted_icl_random__20260524_174400.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__error_targeted_icl_random__20260524_174400__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1744.json
qwen__folio__error_targeted_icl_correct_only__20260524_185210,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,error_targeted_icl_correct_only,success,2026-05-24T18:52:10,2026-05-24T20:07:12,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__error_targeted_icl_correct_only__20260524_185210.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__error_targeted_icl_correct_only__20260524_185210__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_1852.json
qwen__folio__self_consistency__20260524_200712,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,folio,self_consistency,success,2026-05-24T20:07:12,2026-05-25T01:54:20,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__folio__self_consistency__20260524_200712.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__folio__self_consistency__20260524_200712__folio__Qwen_Qwen2-5-7B-Instruct__folio__20260524_2007.json
gemma__gsm_symbolic__zero_shot_baseline__20260525_015420,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,zero_shot_baseline,failed,2026-05-25T01:54:20,2026-05-25T01:54:29,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__zero_shot_baseline__20260525_015420.log,
gemma__gsm_symbolic__zero_shot_baseline__20260525_135853,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,zero_shot_baseline,success,2026-05-25T13:58:53,2026-05-25T14:31:56,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__zero_shot_baseline__20260525_135853.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__zero_shot_baseline__20260525_135853__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1400.json
gemma__gsm_symbolic__zero_shot__20260525_143156,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,zero_shot,success,2026-05-25T14:31:56,2026-05-25T15:19:04,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__zero_shot__20260525_143156.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__zero_shot__20260525_143156__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1432.json
gemma__gsm_symbolic__targeted_few_shot_answer_only__20260525_151904,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,targeted_few_shot_answer_only,success,2026-05-25T15:19:04,2026-05-25T15:54:21,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__targeted_few_shot_answer_only__20260525_151904.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__targeted_few_shot_answer_only__20260525_151904__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1519.json
gemma__gsm_symbolic__random_few_shot__20260525_155421,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,random_few_shot,success,2026-05-25T15:54:21,2026-05-25T16:45:21,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__random_few_shot__20260525_155421.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__random_few_shot__20260525_155421__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1554.json
gemma__gsm_symbolic__targeted_few_shot__20260525_164521,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,targeted_few_shot,success,2026-05-25T16:45:21,2026-05-25T17:28:37,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__targeted_few_shot__20260525_164521.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__targeted_few_shot__20260525_164521__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1645.json
gemma__gsm_symbolic__targeted_few_shot_k5__20260525_172837,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,targeted_few_shot_k5,success,2026-05-25T17:28:37,2026-05-25T18:10:45,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__targeted_few_shot_k5__20260525_172837.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__targeted_few_shot_k5__20260525_172837__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1729.json
gemma__gsm_symbolic__error_targeted_icl__20260525_181045,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl,success,2026-05-25T18:10:45,2026-05-25T18:58:17,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__error_targeted_icl__20260525_181045.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl__20260525_181045__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1811.json
gemma__gsm_symbolic__error_targeted_icl_random__20260525_185817,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl_random,success,2026-05-25T18:58:17,2026-05-25T19:57:08,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__error_targeted_icl_random__20260525_185817.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl_random__20260525_185817__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1858.json
gemma__gsm_symbolic__error_targeted_icl_correct_only__20260525_195709,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,error_targeted_icl_correct_only,success,2026-05-25T19:57:09,2026-05-25T20:42:04,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__error_targeted_icl_correct_only__20260525_195709.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__error_targeted_icl_correct_only__20260525_195709__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_1957.json
gemma__gsm_symbolic__self_consistency__20260525_204204,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_symbolic,self_consistency,success,2026-05-25T20:42:04,2026-05-26T00:06:47,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_symbolic__self_consistency__20260525_204204.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_symbolic__self_consistency__20260525_204204__gsm_symbolic__google_gemma-7b-it__gsm_symbolic__20260525_2042.json
gemma__gsm_plus__zero_shot_baseline__20260526_000648,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,zero_shot_baseline,success,2026-05-26T00:06:48,2026-05-26T00:36:13,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__zero_shot_baseline__20260526_000648.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__zero_shot_baseline__20260526_000648__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0007.json
gemma__gsm_plus__zero_shot__20260526_003613,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,zero_shot,success,2026-05-26T00:36:13,2026-05-26T01:10:17,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__zero_shot__20260526_003613.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__zero_shot__20260526_003613__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0036.json
gemma__gsm_plus__targeted_few_shot_answer_only__20260526_011017,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot_answer_only,success,2026-05-26T01:10:17,2026-05-26T01:48:51,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__targeted_few_shot_answer_only__20260526_011017.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot_answer_only__20260526_011017__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0110.json
gemma__gsm_plus__random_few_shot__20260526_014851,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,random_few_shot,success,2026-05-26T01:48:51,2026-05-26T02:27:29,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__random_few_shot__20260526_014851.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__random_few_shot__20260526_014851__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0149.json
gemma__gsm_plus__targeted_few_shot__20260526_022729,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot,success,2026-05-26T02:27:29,2026-05-26T03:03:40,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__targeted_few_shot__20260526_022729.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot__20260526_022729__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0227.json
gemma__gsm_plus__targeted_few_shot_k5__20260526_030340,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,targeted_few_shot_k5,success,2026-05-26T03:03:40,2026-05-26T03:45:56,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__targeted_few_shot_k5__20260526_030340.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__targeted_few_shot_k5__20260526_030340__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0304.json
gemma__gsm_plus__error_targeted_icl__20260526_034556,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl,success,2026-05-26T03:45:56,2026-05-26T04:32:22,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__error_targeted_icl__20260526_034556.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl__20260526_034556__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0346.json
gemma__gsm_plus__error_targeted_icl_random__20260526_043222,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl_random,success,2026-05-26T04:32:22,2026-05-26T05:27:29,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__error_targeted_icl_random__20260526_043222.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl_random__20260526_043222__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0432.json
gemma__gsm_plus__error_targeted_icl_correct_only__20260526_052729,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,error_targeted_icl_correct_only,success,2026-05-26T05:27:29,2026-05-26T06:00:54,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__error_targeted_icl_correct_only__20260526_052729.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__error_targeted_icl_correct_only__20260526_052729__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0527.json
gemma__gsm_plus__self_consistency__20260526_060055,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_plus,self_consistency,success,2026-05-26T06:00:55,2026-05-26T08:44:03,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_plus__self_consistency__20260526_060055.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_plus__self_consistency__20260526_060055__gsm_plus__google_gemma-7b-it__gsm_plus__20260526_0601.json
gemma__gsm_ic__zero_shot_baseline__20260526_084403,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,zero_shot_baseline,success,2026-05-26T08:44:03,2026-05-26T08:58:20,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__zero_shot_baseline__20260526_084403.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__zero_shot_baseline__20260526_084403__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0844.json
